title,sentence
creamy-indian-curry-with-chicken-breast,cut chicken breast into small pieces .
creamy-indian-curry-with-chicken-breast,fry chicken in a large frying pan with peanut oil .
creamy-indian-curry-with-chicken-breast,"as soon as it is slightly browned , add ginger , onion , and pepper and continue to sauté ."
creamy-indian-curry-with-chicken-breast,"add curry paste , turmeric , and coconut milk ."
creamy-indian-curry-with-chicken-breast,"drain the chickpeas and add to the pan , along with the smashed lemongrass ."
creamy-indian-curry-with-chicken-breast,slowly bring to a boil .
creamy-indian-curry-with-chicken-breast,"when a thick sauce has formed , finely chop cilantro and fold into the sauce ."
creamy-indian-curry-with-chicken-breast,season with salt and pepper .
creamy-mushroom-soup,"in a small , heat - resistant bowl , soak dried mushrooms in hot water for approx . 15 min ."
creamy-mushroom-soup,finely chop shallots and garlic .
creamy-mushroom-soup,clean button and porcini mushrooms and cut into slices .
creamy-mushroom-soup,"drain soaked mushrooms , make sure to keep the soaking liquid ."
creamy-mushroom-soup,"in a saucepan , add two - thirds of the butter and sautée shallots and garlic until translucent ."
creamy-mushroom-soup,add button mushrooms and dried mushrooms and continue sauteing for approx . 4 – 6min .
creamy-mushroom-soup,"season with salt , pepper , and grated nutmeg ."
creamy-mushroom-soup,pour in vegetable stock and most of the soaking liquid .
creamy-mushroom-soup,"bring to a boil , turn down the heat , and let simmer for approx . 20 min . on low heat ."
creamy-mushroom-soup,remove from heat and blend the soup with a hand blender .
creamy-mushroom-soup,whisk in heavy cream and egg yolks and season with lemon juice .
creamy-mushroom-soup,finely cut chives .
creamy-mushroom-soup,"in a frying pan , sauté porcini mushrooms in the remaining butter until cooked through ."
creamy-mushroom-soup,add chives and season with salt and pepper .
creamy-mushroom-soup,transfer soup to a soup plate and add in porcini mushrooms .
creamy-mushroom-soup,serve with fresh bread .
creamy-whole-wheat-pasta-with-chicken,peel onion and chop finely .
creamy-whole-wheat-pasta-with-chicken,cut broccoli into small florets .
creamy-whole-wheat-pasta-with-chicken,cut chicken breast into bite - sized pieces .
creamy-whole-wheat-pasta-with-chicken,"cook pasta in plenty of salted boiling water , according to package instructions , for approx . 8 – 10 min . until al dente ."
creamy-whole-wheat-pasta-with-chicken,"drain , save some of the pasta water and set aside ."
creamy-whole-wheat-pasta-with-chicken,"meanwhile , in another pot , blanch broccoli in salted boiling water for approx . 2 – 3 min ."
creamy-whole-wheat-pasta-with-chicken,drain and set aside .
creamy-whole-wheat-pasta-with-chicken,season chicken breast with salt and pepper .
creamy-whole-wheat-pasta-with-chicken,sear meat in a hot frying pan with a little vegetable oil for approx . 4 – 5 min . per side .
creamy-whole-wheat-pasta-with-chicken,add onions and sauté until translucent .
creamy-whole-wheat-pasta-with-chicken,add broccoli and continue to sauté .
creamy-whole-wheat-pasta-with-chicken,"now , stir in heavy cream , add some of the pasta water , and boil down to a thick sauce for about 5 – 7 min ."
creamy-whole-wheat-pasta-with-chicken,season sauce with some nutmeg and salt and pepper .
creamy-whole-wheat-pasta-with-chicken,toss pasta briefly in the sauce and serve in deep plates .
dal-soup,peel and cut carrots and potatoes into bite - sized pieces .
dal-soup,thinly slice cilantro .
dal-soup,"mince onion , garlic , chili , and ginger ."
dal-soup,"in a large saucepan , sauté onions , garlic , chili , and ginger over medium heat until golden brown ."
dal-soup,add potatoes and carrots and sauté for approx . another 4 – 5 min .
dal-soup,add lentils and sauté for a further 2 – 3 min . until they are slightly translucent .
dal-soup,"add tomato paste and spices and , stirring constantly , sauté for approx . 1 – 2 min . until fragrant ."
dal-soup,deglaze with vegetable stock and season with salt .
dal-soup,"bring to a boil , turn heat down to low , and let simmer for approx . 15 – 20 min . or until the lentils are soft ."
dal-soup,incorporate coconut milk into dal and reheat .
dal-soup,"season to taste with salt , sugar , and lemon juice if desired ."
dal-soup,garnish with cilantro and serve together with homemade naan .
easy-double-chocolate-chip-brownie,preheat oven to 180 ° c/350 ° f .
easy-double-chocolate-chip-brownie,grease baking dish .
easy-double-chocolate-chip-brownie,"melt some of the chocolate chips and butter in large saucepan over low heat , stirring occasionally until smooth ."
easy-double-chocolate-chip-brownie,remove from heat .
easy-double-chocolate-chip-brownie,"beat in eggs , then fold in flour , sugar , vanilla extract , and baking soda ."
easy-double-chocolate-chip-brownie,stir in remaining chocolate chips and nuts .
easy-double-chocolate-chip-brownie,spread batter evenly into greased baking dish .
easy-double-chocolate-chip-brownie,"bake at 180 ° c/350 ° f for approx . 18 – 22 min . , or until a toothpick inserted into the center comes out slightly sticky ."
easy-double-chocolate-chip-brownie,cool completely in pan on wire rack .
easy-double-chocolate-chip-brownie,enjoy !
easy-white-pizza,cut onion into thin strips .
easy-white-pizza,preheat oven to 220 ° c/420 ° f .
easy-white-pizza,"next , on a work surface sprinkled with flour , roll out pizza dough until flat ."
easy-white-pizza,"in a grease - free frying pan , toast pine nuts over medium - low heat , stirring often , for approx . 2 - 3 min . until golden brown and fragrant ."
easy-white-pizza,place dough on a lined baking tray .
easy-white-pizza,spread crème fraîche evenly over dough .
easy-white-pizza,"sprinkle with pine nuts , feta , and onions ."
easy-white-pizza,grate parmesan on top with a fine grater .
easy-white-pizza,place in the oven and bake at 220 ° c/425 ° f for approx . 10 - 15 min .
easy-white-pizza,remove pizza from oven .
easy-white-pizza,season with black pepper and garnish generously with arugula .
easy-white-pizza,enjoy !
energy-salad,rinse quinoa under water and add to saucepan with salted water .
energy-salad,bring to a boil .
energy-salad,"then , cover and reduce heat to low ."
energy-salad,cook for approx . 15 min . until tender .
energy-salad,"remove from heat and let stand , covered , for approx . 5 min ."
energy-salad,peel carrots .
energy-salad,"cut sweet potato , apple , and carrots into bite - sized pieces ."
energy-salad,"in a large frying pan , sauté sweet potato over medium - high heat for approx . 6 – 10 min . until golden brown and tender ."
energy-salad,add carrots and sauté for approx . 3 – 5 min .
energy-salad,"in a large bowl , combine sweet potato , apple , carrot , spinach , raisins , and cashews ."
energy-salad,mix well to combine .
energy-salad,"whisk together mustard , honey , balsamic vinegar , olive oil , salt , and pepper ."
energy-salad,drizzle over salad and lightly toss to combine .
energy-salad,enjoy as a warm or cold salad !
flourless-chocolate-cake,preheat the oven to 180 ° c/ 350 ° f .
flourless-chocolate-cake,roughly chop couverture .
flourless-chocolate-cake,cut butter into small pieces .
flourless-chocolate-cake,"next , melt both together with sugar in the microwave at 600watt for approx 2 - 3 min ."
flourless-chocolate-cake,add eggs and a small pinch of salt to the chocolate mixture and beat well with a whisk .
flourless-chocolate-cake,"next , transfer the mixture into a springform , greased if required ."
flourless-chocolate-cake,bake in a preheated oven at 180 ° c/ 355 ° f for approx . 25 – 30 min .
flourless-chocolate-cake,allow the cake to cool for approx . 10 – 15 min before removing from the tin .
flourless-chocolate-cake,"serve with icing sugar and whipped cream , as desired ."
four-cheese-and-tomato-baked-penne,preheat oven to 250 ° c /475 ° f .
four-cheese-and-tomato-baked-penne,bring a large pot of salted water to a boil .
four-cheese-and-tomato-baked-penne,parboil pasta for approx . 5 min .
four-cheese-and-tomato-baked-penne,drain and set aside .
four-cheese-and-tomato-baked-penne,coarsely chop basil .
four-cheese-and-tomato-baked-penne,drain excess liquid from tomatoes .
four-cheese-and-tomato-baked-penne,add all of the cheese except for half of the parmesan to a large mixing bowl .
four-cheese-and-tomato-baked-penne,"add the basil , salt , heavy cream , tomatoes , and cooked penne ; stir to combine ."
four-cheese-and-tomato-baked-penne,"transfer to casserole dish , sprinkle with reserved parmesan cheese and breadcrumbs , and dot with butter ."
four-cheese-and-tomato-baked-penne,"bake at 250 ° c /475 ° f until bubbling and golden brown , approx . 10 minutes ."
four-cheese-and-tomato-baked-penne,enjoy !
french-omelette-with-prosciutto-and-avocado,wash and quarter tomatoes .
french-omelette-with-prosciutto-and-avocado,finely chop parsley .
french-omelette-with-prosciutto-and-avocado,"halve avocado , scoop out the avocado flesh , and slice ."
french-omelette-with-prosciutto-and-avocado,add eggs to a small bowl .
french-omelette-with-prosciutto-and-avocado,"season with salt and pepper , then gently beat ."
french-omelette-with-prosciutto-and-avocado,melt butter in a nonstick pan set over medium heat .
french-omelette-with-prosciutto-and-avocado,add eggs and parsley and gently shake the pan to distribute the egg over the pan .
french-omelette-with-prosciutto-and-avocado,cook for approx . 3 min . over medium - low heat .
french-omelette-with-prosciutto-and-avocado,occasionally separate the edges of the omelette from the pan using a silicone spatula .
french-omelette-with-prosciutto-and-avocado,add cream cheese and a portion of prosciutto to the omelette .
french-omelette-with-prosciutto-and-avocado,"fry for 1 min . more , then fold omelette inside the pan ."
french-omelette-with-prosciutto-and-avocado,remove pan from heat .
french-omelette-with-prosciutto-and-avocado,"serve with arugula , tomatoes , remaining prosciutto , and avocado ."
french-omelette-with-prosciutto-and-avocado,garnish with parmesan and enjoy immediately !
fresh-avocado-and-mango-salad,"peel mango , slice off the pit and cut into thin strips ."
fresh-avocado-and-mango-salad,peel and pit avocado and cut into bite - sized pieces .
fresh-avocado-and-mango-salad,slice cucumber and green onions into rings .
fresh-avocado-and-mango-salad,finely dice chili and roughly chop mint and cilantro .
fresh-avocado-and-mango-salad,"using a vegetable cube slicer , cut bell pepper into cubes ."
fresh-avocado-and-mango-salad,"in a large , grease - free frying pan , toast cashews over medium - low heat for approx . 3 – 5 min . until fragrant and golden brown ."
fresh-avocado-and-mango-salad,add all ingredients to a large bowl .
fresh-avocado-and-mango-salad,"whisk together lime juice , sesame oil , sugar , soy sauce , and salt in a small bowl ."
fresh-avocado-and-mango-salad,add dressing on salad and toss until evenly distributed .
fresh-avocado-and-mango-salad,enjoy !
fresh-mango-mint-wrap,"slice the carrot , lettuce heart , snow peas , green onion , celery , bell pepper , mint , and parsley into fine strips ."
fresh-mango-mint-wrap,"peel the mango , remove the pit , and cut into slices ."
fresh-mango-mint-wrap,"for the spread , mix the soy yogurt with mint strips , lime juice , chili powder , sugar , and salt and pepper ."
fresh-mango-mint-wrap,spread the mixture onto the wraps .
fresh-mango-mint-wrap,"top with sliced vegetables , parsley , and mango ."
fresh-mango-mint-wrap,"now , roll to create a wrap ."
fresh-mango-mint-wrap,"first , fold the edges up and roll as tightly as possible from the widest edge ."
fresh-mango-mint-wrap,"the less air in the wrap , the easier it is to cut afterwards ."
fresh-mango-mint-wrap,cut the wrap diagonally across the middle to serve .
fresh-mango-mint-wrap,this makes it pleasing to the eye and easy to place decoratively onto a plate .
fried-salmon-on-baby-leaf-salad,preheat the oven to 175 ° c/350 ° f .
fried-salmon-on-baby-leaf-salad,season salmon with salt and pepper .
fried-salmon-on-baby-leaf-salad,"then , in a frying pan , sear salmon in some vegetable oil over medium - high heat for approx . 1 - 2 min . per side ."
fried-salmon-on-baby-leaf-salad,transfer to oven and bake at 175 ° c/350 ° f for approx . 10 min .
fried-salmon-on-baby-leaf-salad,"in the meantime , halve cherry tomatoes ."
fried-salmon-on-baby-leaf-salad,"in a large bowl , season tomatoes with olive oil , salt , pepper , and lemon juice ."
fried-salmon-on-baby-leaf-salad,mix together tomatoes and baby leaf lettuce and transfer to a bowl for serving .
fried-salmon-on-baby-leaf-salad,place salmon steak on top of salad .
fried-salmon-on-baby-leaf-salad,top everything off with some yogurt and enjoy !
fudgy-brownies-with-pecans,preheat the oven to 190 ° c/ 375 ° f .
fudgy-brownies-with-pecans,cut the chocolate and butter into small pieces and slowly melt in a double boiler ( water bath ) with the sugar .
fudgy-brownies-with-pecans,"remove the liquid mixture from the double boiler , add eggs and ground almonds and mix well with a whisk ."
fudgy-brownies-with-pecans,"roughly chop pecans , add to the chocolate mixture and fold evenly ."
fudgy-brownies-with-pecans,pour the mixture into a greased ( if necessary ) baking dish and bake in a preheated oven at 190 ° c/ 375 ° f for approx . 25 – 30 min .
fudgy-brownies-with-pecans,"leave to cool for approx . 2 - 3 hours before serving , if desired ."
fudgy-brownies-with-pecans,this will intensify the chocolate flavor .
german-style-leek-and-cheese-soup,dice onion .
german-style-leek-and-cheese-soup,"wash the leeks , then slice into rings ."
german-style-leek-and-cheese-soup,"heat oil in a large saucepan set over medium - high heat , then add the ground beef and fry until browned ."
german-style-leek-and-cheese-soup,add the onion and leeks after approx . 2 min .
german-style-leek-and-cheese-soup,cook for approx . 5 min . more .
german-style-leek-and-cheese-soup,"deglaze with vegetable stock , then let simmer for approx . 10 min ."
german-style-leek-and-cheese-soup,stir in the cheese and let melt .
german-style-leek-and-cheese-soup,stir in crème fraîche and boil again briefly .
german-style-leek-and-cheese-soup,"season the soup with salt , pepper , nutmeg , and some lemon zest to taste ."
german-style-leek-and-cheese-soup,serve with a slice of fresh bread and enjoy !
gin-and-tonic-popsicles-with-raspberries,"add water , lime juice and sugar to a small saucepan over medium - high heat and simmer for approx . 1 – 2 min . until sugar has dissolved ."
gin-and-tonic-popsicles-with-raspberries,"when slightly cooled , mix in gin and tonic and set aside ."
gin-and-tonic-popsicles-with-raspberries,"use a rolling pin to mash up raspberries in a sealable plastic bag and add to popsicle molds , approx . 1 tbsp . per mold ."
gin-and-tonic-popsicles-with-raspberries,fill gin and tonic mixture into molds .
gin-and-tonic-popsicles-with-raspberries,"transfer to freezer and leave to set for approx . 6 hrs . , or overnight ."
gin-and-tonic-popsicles-with-raspberries,enjoy !
glowing-red-smoothie,peel and slice cucumber .
glowing-red-smoothie,dice red beet .
glowing-red-smoothie,"place cucumber , red beets , frozen raspberries , agave syrup , and water into blender ."
glowing-red-smoothie,pick mint leaves and add to blender .
glowing-red-smoothie,blend on high speed for approx . 2 – 3 min . until smooth .
glowing-red-smoothie,enjoy as an energizing snack or breakfast .
greek-inspired-wrap,"combine tzatziki , mint , and lemon zest in a small bowl ."
greek-inspired-wrap,mix well .
greek-inspired-wrap,chop lettuce .
greek-inspired-wrap,halve olives .
greek-inspired-wrap,"cut onion , cucumber , and bell pepper into strips ."
greek-inspired-wrap,"in the middle of the tortilla , layer lettuce , onion , cucumber , bell pepper , tzatziki mixture , and bell pepper cream ."
greek-inspired-wrap,crumble feta on top and drizzle with lemon juice .
greek-inspired-wrap,be careful not to overfill .
greek-inspired-wrap,"fold in the sides of the tortilla , use your thumbs to bring forward the bottom of the tortilla , and continue to roll ."
greek-inspired-wrap,tightly seal .
greek-inspired-wrap,cut in half and enjoy !
grilled-pizza-with-bresaola,dissolve dried yeast in lukewarm water .
grilled-pizza-with-bresaola,"mix flour , oregano , rosemary , curcuma , salt and pepper , and add it to the yeast mixture ."
grilled-pizza-with-bresaola,knead for approx . 10 min . until smooth dough forms .
grilled-pizza-with-bresaola,"cover and leave to rise in a warm place , for approx . 40 min . or until it has doubled in size ."
grilled-pizza-with-bresaola,preheat the grill .
grilled-pizza-with-bresaola,lightly flour the work surface and knead dough until it is smooth and elastic .
grilled-pizza-with-bresaola,divide dough into four equal parts .
grilled-pizza-with-bresaola,form each part into a flat circle approx . 1 cm thick .
grilled-pizza-with-bresaola,"if desired , form a thin border ."
grilled-pizza-with-bresaola,halve cherry tomatoes .
grilled-pizza-with-bresaola,grill dough on both sides for approx . 5 – 8 min .
grilled-pizza-with-bresaola,it should be light brown and slightly puffed up .
grilled-pizza-with-bresaola,"top crust with cherry tomatoes , arugula , and bresaola ."
grilled-pizza-with-bresaola,crumble feta on top and add roasted pine nuts .
grilled-pizza-with-bresaola,season with salt and pepper .
grilled-pizza-with-bresaola,serve with a drizzle of good quality olive oil .
hearty-beef-stew,finely slice onion and mince garlic .
hearty-beef-stew,heat some vegetable oil in a large saucepan over high heat .
hearty-beef-stew,sear cubed beef on all sides .
hearty-beef-stew,add onion and garlic and sauté for approx . 3 min . until translucent .
hearty-beef-stew,add tomato paste and sauté until fragrant .
hearty-beef-stew,"add cayenne pepper , paprika , caraway seeds , nutmeg , and bay leaf ."
hearty-beef-stew,season with salt and pepper .
hearty-beef-stew,add tomatoes and then enough water until meat is submerged .
hearty-beef-stew,simmer covered for approx . 1.5 hrs over low heat until the meat is tender .
hearty-beef-stew,cut bell peppers into bite - sized pieces and add to stew .
hearty-beef-stew,simmer for another approx . 20 - 30 min . until softened .
hearty-beef-stew,remove bay leaf and serve hot topped with sour cream .
hearty-vegetarian-stew,peel potatoes and celery root and cut into walnut - sized cubes .
hearty-vegetarian-stew,cut onions into slices .
hearty-vegetarian-stew,pick herb leaves and roughly chop .
hearty-vegetarian-stew,cut flesh of the hokkaido pumpkin into equally sized cubes .
hearty-vegetarian-stew,"in a large saucepan , sauté onions in butter until translucent ."
hearty-vegetarian-stew,"then , add cubed potatoes , pumpkin , and celery root and continue to sauté for approx . 5 min ."
hearty-vegetarian-stew,stir in tomato paste and continue to cook until the paste has lightly browned .
hearty-vegetarian-stew,stir in pickling onions .
hearty-vegetarian-stew,deglaze with red wine .
hearty-vegetarian-stew,then add vegetable stock and bring to a boil .
hearty-vegetarian-stew,add in chopped herbs .
hearty-vegetarian-stew,reduce to a simmer and allow to cook for approx . 15 - 20 min . until the vegetables are tender and the sauce has slightly thickened .
hearty-vegetarian-stew,stir regularly .
hearty-vegetarian-stew,"in the meantime , roughly chop parsley ."
hearty-vegetarian-stew,"in a small bowl , dissolve cornstarch in some water ."
hearty-vegetarian-stew,add mixture to the stew until thickened to desired consistency .
hearty-vegetarian-stew,stir in chopped parsley and serve with a dollop of sour cream .
hokkaido-ginger-soup-with-candied-pumpkin-seeds,"place pumpkin seeds , water , and sugar in a small saucepan ."
hokkaido-ginger-soup-with-candied-pumpkin-seeds,"while stirring constantly , heat until the water has fully evaporated and the sugar has caramelized and is amber - colored ."
hokkaido-ginger-soup-with-candied-pumpkin-seeds,the pumpkin seeds should rise slightly in the middle .
hokkaido-ginger-soup-with-candied-pumpkin-seeds,place the candied pumpkin seeds on a sheet of parchment paper to cool .
hokkaido-ginger-soup-with-candied-pumpkin-seeds,cut onion into cubes and finely chop ginger and chili .
hokkaido-ginger-soup-with-candied-pumpkin-seeds,"if you wish to make the dish milder , remove the seeds from the chili ."
hokkaido-ginger-soup-with-candied-pumpkin-seeds,"halve the pumpkin , remove the seeds with a spoon , and cut the flesh of the pumpkin into cubes ."
hokkaido-ginger-soup-with-candied-pumpkin-seeds,"in a large saucepan , sauté the onions , ginger , and chili in some vegetable oil until translucent ."
hokkaido-ginger-soup-with-candied-pumpkin-seeds,"add the pumpkin and continue to sauté , seasoning with a pinch of sugar , salt , and pepper ."
hokkaido-ginger-soup-with-candied-pumpkin-seeds,deglaze pan with white wine .
hokkaido-ginger-soup-with-candied-pumpkin-seeds,add the vegetable stock .
hokkaido-ginger-soup-with-candied-pumpkin-seeds,cover with a lid and cook on a medium - low heat for approx . 20 – 25 min .
hokkaido-ginger-soup-with-candied-pumpkin-seeds,add the coconut milk and simmer on low heat for approx . 5 – 7 min .
hokkaido-ginger-soup-with-candied-pumpkin-seeds,remove the saucepan from the heat and puree the soup with a hand blender .
hokkaido-ginger-soup-with-candied-pumpkin-seeds,"to serve , fill a deep dish and garnish the soup with the candied pumpkin seeds and a few drops of pumpkin seed oil ."
homemade-chicken-salad-sandwich,"slice tomatoes , peel and cube mango , quarter mushrooms and cut lettuce into bite - sized pieces ."
homemade-chicken-salad-sandwich,finely chop parsley and chives .
homemade-chicken-salad-sandwich,cut chicken breast into bite - sized pieces .
homemade-chicken-salad-sandwich,"in a medium bowl , whisk together yogurt , mayonnaise and worcestershire sauce ."
homemade-chicken-salad-sandwich,set aside .
homemade-chicken-salad-sandwich,heat some vegetable oil in a frying pan over medium heat .
homemade-chicken-salad-sandwich,"add chicken and mushrooms and sauté until mushrooms are soft and chicken is cooked , approx . 6 – 8 min ."
homemade-chicken-salad-sandwich,remove from heat and allow to cool slightly .
homemade-chicken-salad-sandwich,"add mango , chicken , and mushrooms to the mayonnaise yogurt mixture ."
homemade-chicken-salad-sandwich,add chopped chives and parsley and stir to combine .
homemade-chicken-salad-sandwich,season with salt and pepper to taste .
homemade-chicken-salad-sandwich,"halve baguettes lengthwise and layer lettuce , tomato slices , and chicken salad on the bottom half ."
homemade-chicken-salad-sandwich,top with remaining half of baguette and enjoy as a satisfying lunch !
homemade-ice-pops,drain the mandarins and puree in a measuring cup with the vanilla sugar .
homemade-ice-pops,stir the natural yogurt in evenly .
homemade-ice-pops,beat the heavy cream until stiff and stir into the mixture evenly .
homemade-ice-pops,"next , fill the popsicle molds with the mixture ."
homemade-ice-pops,freeze for at least 4 - 5 hours .
homemade-ice-pops,enjoy !
italian-sandwich-with-prosciutto-di-parma,cut the ciabatta lengthwise and drizzle with olive oil .
italian-sandwich-with-prosciutto-di-parma,"roast in a hot pan , oiled side down , for approx . 3 - 5 minutes ."
italian-sandwich-with-prosciutto-di-parma,"meanwhile , cut mozzarella and tomato into thin slices ."
italian-sandwich-with-prosciutto-di-parma,"cut antipasti ( e.g. artichoke hearts , grilled peppers ) into bite - sized pieces and heat briefly in a pan ."
italian-sandwich-with-prosciutto-di-parma,"next , spread the pesto onto the bread and place alternating layers of tomato and mozzarella slices on top ."
italian-sandwich-with-prosciutto-di-parma,"place the antipasti , prosciutto , and the arugula on the ciabatta ."
italian-sandwich-with-prosciutto-di-parma,place another piece of bread on top .
italian-sandwich-with-prosciutto-di-parma,pierce with a wooden skewer to to make the sandwich easier to serve and eat .
leek-and-apple-quiche-with-bacon,cube chilled butter .
leek-and-apple-quiche-with-bacon,"pulse the flour , cold butter , egg yolk , and a pinch of salt together with a little cold water until a smooth dough forms ."
leek-and-apple-quiche-with-bacon,"if dough seems too dry , add more cold water a little at a time until dough comes together ."
leek-and-apple-quiche-with-bacon,cover for approx . 30 min . with plastic wrap and refrigerate .
leek-and-apple-quiche-with-bacon,preheat oven to 200 ° c/400 ° f .
leek-and-apple-quiche-with-bacon,wash leeks and cut into rings .
leek-and-apple-quiche-with-bacon,core and dice apples .
leek-and-apple-quiche-with-bacon,finely chop hazelnuts and set aside .
leek-and-apple-quiche-with-bacon,mix together the eggs and sour cream and season with salt and pepper .
leek-and-apple-quiche-with-bacon,heat oil in a large frying pan set over medium - high heat .
leek-and-apple-quiche-with-bacon,"fry the bacon , leeks , and apples together until bacon until browned and fragrant ."
leek-and-apple-quiche-with-bacon,roll out chilled quiche dough between 2 layers of plastic wrap into a circle approx . 28 cm/11 in . in diameter .
leek-and-apple-quiche-with-bacon,grease the tart pan and transfer dough to the pan .
leek-and-apple-quiche-with-bacon,gently press dough evenly into corners and up sides .
leek-and-apple-quiche-with-bacon,"add the apple , leeks , and bacon to pan ."
leek-and-apple-quiche-with-bacon,"sprinkle half of the hazelnuts on top , then top with egg mixture ."
leek-and-apple-quiche-with-bacon,sprinkle with the remaining hazelnuts and bake for approx . 35 min . at 200 ° c/400 ° f .
leek-and-apple-quiche-with-bacon,allow to cool and enjoy !
lentil-stew-with-sausages,"cut potatoes , carrots , and celery root into bite - sized pieces ."
lentil-stew-with-sausages,cut bacon into small cubes and sausages into rounds .
lentil-stew-with-sausages,finely slice leeks and parsley .
lentil-stew-with-sausages,"in a large saucepan , melt butter over medium - high heat and fry bacon for approx . 3 – 5 min . until browned ."
lentil-stew-with-sausages,"add carrots , celery root , and leeks and fry for approx . 3 - 5 min . until slightly browned ."
lentil-stew-with-sausages,deglaze with vegetable stock .
lentil-stew-with-sausages,add potatoes and lentils .
lentil-stew-with-sausages,season with salt to taste .
lentil-stew-with-sausages,stir thoroughly and let simmer for approx . 25 - 30 min . until potatoes and lentils are tender .
lentil-stew-with-sausages,add sausages and let simmer for approx . 5 - 7 min . until they are hot .
lentil-stew-with-sausages,add vinegar and sugar .
lentil-stew-with-sausages,season to taste with salt and pepper .
lentil-stew-with-sausages,add parsley and serve immediately .
lentil-stew-with-sausages,enjoy with a slice of crusty bread !
light-strawberry-and-asparagus-salad,trim wooden ends of asparagus and cut into pieces at a light angle ( approx . 1 cm pieces ) .
light-strawberry-and-asparagus-salad,hull strawberries and quarter .
light-strawberry-and-asparagus-salad,heat up some olive oil in large frying pan and fry asparagus pieces at moderate heat for approx . 8 – 10 min . until tender .
light-strawberry-and-asparagus-salad,season with salt and pepper .
light-strawberry-and-asparagus-salad,roughly chop pistachios .
light-strawberry-and-asparagus-salad,"for the vinaigrette , mix olive oil , balsamic vinegar , and salt and pepper ."
light-strawberry-and-asparagus-salad,"combine baby spinach , fried asparagus , strawberries , and crumbled feta in a bowl ."
light-strawberry-and-asparagus-salad,dress with vinaigrette and sprinkle with pistachios to serve .
loaded-omelette,halve the tomatoes and cut the bell pepper and avocado into cubes .
loaded-omelette,"cut the chorizo , spring onions , and mozzarella into large pieces , and chop the parsley ."
loaded-omelette,beat the eggs and whisk in the milk .
loaded-omelette,"add oregano , half of the parsley , nutmeg , and salt and pepper to taste ."
loaded-omelette,melt the butter in a nonstick pan over medium - high heat .
loaded-omelette,"fry the chorizo for approx . 2 min . , or until the fat begins to render ."
loaded-omelette,add bell pepper and fry for approx . 2 min . longer before reducing the heat to medium - low .
loaded-omelette,"add the tomatoes , then add the egg mixture ."
loaded-omelette,cook the omelette for approx . 4 min . with the lid on .
loaded-omelette,"as soon as the omelette is half - cooked , spread the avocado , mozzarella , and spring onions over it ."
loaded-omelette,place the lid back on and allow the omelet to cook for approx . 2 min . more .
loaded-omelette,serve and garnish with parsley .
loaded-omelette,enjoy !
mango-chia-pudding,split and scrape vanilla bean .
mango-chia-pudding,"add to jar along with coconut drink , almond drink , and honey ."
mango-chia-pudding,stir to combine .
mango-chia-pudding,add chia seeds and mix until combined .
mango-chia-pudding,cover and refrigerate overnight .
mango-chia-pudding,"before serving , peel and cube the mango ."
mango-chia-pudding,purée in a blender until smooth .
mango-chia-pudding,top chia pudding with mango purée and enjoy !
manhattan-cheesecake,preheat the oven to 180 ° c/ 350 ° f .
manhattan-cheesecake,"to make the crust , finely pulse whole wheat graham crackers in a food processor ."
manhattan-cheesecake,add zest of one orange and half a lemon .
manhattan-cheesecake,"melt butter and pour directly onto the crumbs , stirring to combine ."
manhattan-cheesecake,butter baking pan if necessary and press crumb mixture into the bottom .
manhattan-cheesecake,make sure to come approx . 2 cm up the sides of the pan .
manhattan-cheesecake,chill the crust for approx . 15 – 20 min . and then bake in a preheated oven at 180 ° c/ 350 ° f for approx . 10 – 15 min . until golden .
manhattan-cheesecake,then let cool for approx . 15 – 20 min .
manhattan-cheesecake,"mix cream cheese , eggs , sugar , vanilla bean pulp , and zest of half a lemon with a whisk ."
manhattan-cheesecake,add sour cream and whisk until smooth .
manhattan-cheesecake,then pour the mixture onto the cooled crust and bake at 180 ° c/ 350 ° f for approx . 20 – 30 min .
manhattan-cheesecake,allow the cheesecake to cool on a cake rack for approx . 15 – 20 min .
manhattan-cheesecake,"now , cover and chill for at least 8 hours ."
manhattan-cheesecake,serve with a garnish of fresh berries .
meatballs-in-marinara-sauce,finely dice one onion and half a garlic clove .
meatballs-in-marinara-sauce,sauté both in a small frying pan in some vegetable oil until the onion is translucent .
meatballs-in-marinara-sauce,cut basil into fine strips .
meatballs-in-marinara-sauce,"next , mix ground beef , breadcrumbs , egg , sautéed onion and garlic , basil , salt , and pepper in a bowl ."
meatballs-in-marinara-sauce,"use hands to make small balls from the mixture , approx . 3 cm in diameter ."
meatballs-in-marinara-sauce,"for the sauce , dice the onion , carrot , half a garlic clove , mushrooms , and tomatoes ."
meatballs-in-marinara-sauce,sauté the cut vegetables in some vegetable oil .
meatballs-in-marinara-sauce,"add pureed tomatoes and season with sugar , salt , and pepper ."
meatballs-in-marinara-sauce,allow to reduce on a low heat for approx . 15 – 20 min .
meatballs-in-marinara-sauce,"meanwhile , finely chop rosemary and thyme ."
meatballs-in-marinara-sauce,"next , add chopped herbs and meatballs to the tomato sauce and simmer for approx . 10 – 15 minutes with closed lid until the meatballs are cooked ."
meatballs-in-marinara-sauce,serve with rice or toasted bread .
mini-cheesecakes-with-grapefruit,add gelatin sheets to a bowl with some water .
mini-cheesecakes-with-grapefruit,leave to soak for approx . 5 – 7 min .
mini-cheesecakes-with-grapefruit,place cookies into a freezer bag .
